SimulationNumber,Year,MDACoverageAttempted,MDAKillProb1,MDAFullSterProb1,MDAPartSterProb1,MDASterDur1,MDAPartSterMagnitude1,MDAMinAge1,MDAKillProb2,MDAFullSterProb2,MDAPartSterProb2,MDASterDur2,MDAPartSterMagnitude2,MDAMinAge2,MDAStartYear,MDANumRounds,MDAYearsBetweenRounds,Add_MDA,Add_Scheme,Add_Start,Add_Rounds,Add_Years_Between,Add_N_Work_or_Vil,Add_School_Coverage,Add_Work_Coverage,Team_MDA,AchievedMDACoverage,ProbOneGender,ProbBothGender,InitType,InitPrev,SimYears,Pop_total,Pop_6_7,Pop_8_12,Pop_13_17,Pop_0_9,Pop_10_19,Pop_20_29,Pop_30_39,Pop_40_49,Pop_50_59,Pop_60_69,Pop_70_79,Pop_80_plus,inf_total,inf_6_7,inf_8_12,inf_13_17,inf_0_9,inf_10_19,inf_20_29,inf_30_39,inf_40_49,inf_50_59,inf_60_69,inf_70_79,inf_80_plus,ant_total,ant_6_7,ant_8_12,ant_13_17,ant_0_9,ant_10_19,ant_20_29,ant_30_39,ant_40_49,ant_50_59,ant_60_69,ant_70_79,ant_80_plus,PrevalenceAasu,PrevalenceAfao,PrevalenceAfono,PrevalenceAgugulu,PrevalenceAlao,PrevalenceAlega,PrevalenceAlofau,PrevalenceAmaluia,PrevalenceAmanave,PrevalenceAmaua,PrevalenceAmouli,PrevalenceAnua,PrevalenceAoa,PrevalenceAoloau,PrevalenceAsili,PrevalenceAtuu,PrevalenceAua,PrevalenceAuasi,PrevalenceAumi,PrevalenceAunuu,PrevalenceAuto,PrevalenceAvaio,PrevalenceFagaalu,PrevalenceFagaitua,PrevalenceFagalii,PrevalenceFagamalo,PrevalenceFaganeanea,PrevalenceFagasa,PrevalenceFagatogo,PrevalenceFailolo,PrevalenceFaleniu,PrevalenceFatumafuti,PrevalenceFutiga,PrevalenceIliili,PrevalenceLaulii,PrevalenceLeloaloa,PrevalenceLeone,PrevalenceMalaeimi,PrevalenceMalaeloa/Aitulagi,PrevalenceMalaeloa/Ituau,PrevalenceMaloata,PrevalenceMapusagafou,PrevalenceMasausi,PrevalenceMasefau,PrevalenceMatuu,PrevalenceMesepa,PrevalenceNua,PrevalenceNuuuli,PrevalenceOnenoa,PrevalencePagai,PrevalencePago,PrevalencePavaiai,PrevalencePoloa,PrevalenceSailele,PrevalenceSeetaga,PrevalenceTafuna,PrevalenceTaputimu,PrevalenceTula,PrevalenceUtulei,PrevalenceUtumea East,PrevalenceUtumea West,PrevalenceVailoatai,PrevalenceVaitogi,PrevalenceVatia,Prev_AntigenAasu,Prev_AntigenAfao,Prev_AntigenAfono,Prev_AntigenAgugulu,Prev_AntigenAlao,Prev_AntigenAlega,Prev_AntigenAlofau,Prev_AntigenAmaluia,Prev_AntigenAmanave,Prev_AntigenAmaua,Prev_AntigenAmouli,Prev_AntigenAnua,Prev_AntigenAoa,Prev_AntigenAoloau,Prev_AntigenAsili,Prev_AntigenAtuu,Prev_AntigenAua,Prev_AntigenAuasi,Prev_AntigenAumi,Prev_AntigenAunuu,Prev_AntigenAuto,Prev_AntigenAvaio,Prev_AntigenFagaalu,Prev_AntigenFagaitua,Prev_AntigenFagalii,Prev_AntigenFagamalo,Prev_AntigenFaganeanea,Prev_AntigenFagasa,Prev_AntigenFagatogo,Prev_AntigenFailolo,Prev_AntigenFaleniu,Prev_AntigenFatumafuti,Prev_AntigenFutiga,Prev_AntigenIliili,Prev_AntigenLaulii,Prev_AntigenLeloaloa,Prev_AntigenLeone,Prev_AntigenMalaeimi,Prev_AntigenMalaeloa/Aitulagi,Prev_AntigenMalaeloa/Ituau,Prev_AntigenMaloata,Prev_AntigenMapusagafou,Prev_AntigenMasausi,Prev_AntigenMasefau,Prev_AntigenMatuu,Prev_AntigenMesepa,Prev_AntigenNua,Prev_AntigenNuuuli,Prev_AntigenOnenoa,Prev_AntigenPagai,Prev_AntigenPago,Prev_AntigenPavaiai,Prev_AntigenPoloa,Prev_AntigenSailele,Prev_AntigenSeetaga,Prev_AntigenTafuna,Prev_AntigenTaputimu,Prev_AntigenTula,Prev_AntigenUtulei,Prev_AntigenUtumea East,Prev_AntigenUtumea West,Prev_AntigenVailoatai,Prev_AntigenVaitogi,Prev_AntigenVatia,Seed
1,2010,0.5,0.5,0.33,0.17,1,0.5,2,0.5,0.46,0.04,3,0.5,5,2015,5,1,N,W,2021,5,1,10,0.6,0.7,N,0,0.002,0.00041,A,0,26,54359,2578,6237,6313,12893,12305,7109,6973,6835,4625,2354,1265,0,199,0,19,23,7,47,44,37,27,17,13,7,0,1245,0,106,144,42,281,220,227,229,127,90,29,0,0.00202429,0.00549451,0.0019084,0,0.010101,0,0.00464396,0.0246914,0.004,0.00588235,0.00326087,0,0.00233918,0.00162602,0.00446429,0.00278552,0.00240732,0,0.00537634,0.00229358,0.00381679,0,0.0010989,0.00692841,0.0323887,0.0212766,0.00666667,0,0.00402994,0,0.0052687,0.00884956,0,0.00344288,0.00336323,0.00223214,0.00286807,0.000846024,0.00573066,0.00727273,0,0.0017762,0.00609756,0.00235294,0,0.00225225,0.0070922,0.00404551,0,0,0.00328864,0.00489796,0.00518135,0,0.00668896,0.00465702,0.0059453,0.00246914,0.00146199,0,0,0.00138217,0.00204186,0.0015625,0.0242915,0.021978,0.0229008,0.0392157,0.0323232,0.0185185,0.0263158,0.0308642,0.012,0.0411765,0.0152174,0.0555556,0.0210526,0.0146341,0.00892857,0.0111421,0.0187771,0.00884956,0.016129,0.016055,0.019084,0,0.0230769,0.0254042,0.218623,0.0425532,0.04,0.0108303,0.0224525,0.0277778,0.0237092,0.00884956,0.0165975,0.0209703,0.0179372,0.0200893,0.02645,0.0228426,0.0229226,0.02,0.125,0.0213144,0.0243902,0.0235294,0.0300752,0.0247748,0.0141844,0.0225032,0.0133333,0.0169492,0.0227675,0.022449,0.0362694,0.0133333,0.0234114,0.0244179,0.0178359,0.0197531,0.0175439,0,0.0188679,0.0214236,0.0193977,0.0234375,2247251860
1,2011,0.5,0.5,0.33,0.17,1,0.5,2,0.5,0.46,0.04,3,0.5,5,2015,5,1,N,W,2021,5,1,10,0.6,0.7,N,0,0.002,0.00041,A,0,26,54053,2523,6150,6082,12674,12126,7342,6715,6715,4719,2474,1178,110,217,0,18,22,9,48,49,36,32,21,15,7,0,1215,0,83,123,33,257,224,231,213,136,86,33,2,0.00206612,0.00568182,0.00398406,0,0.0100806,0,0.00623053,0.0318471,0,0,0.00330396,0,0.00237812,0.00158479,0.00431034,0.00280112,0.00302877,0,0.00966184,0.00680272,0,0,0.0044843,0.00702576,0.0284553,0.0232558,0.012987,0.00119617,0.00349854,0,0.0052356,0.00943396,0,0.00350542,0.004561,0.00228833,0.00319285,0.00339559,0.00432277,0.0110701,0,0.00262238,0.00591716,0.00257732,0,0.00220751,0.00719424,0.00450563,0,0,0.00232799,0.00446973,0.00507614,0,0.00657895,0.00489458,0.00483092,0.00729927,0.00149254,0,0,0.00283286,0.00257069,0.0030581,0.0247934,0.0227273,0.0239044,0.0377358,0.0342742,0.0178571,0.0233645,0.044586,0.0117647,0.0316456,0.0220264,0.0555556,0.0178359,0.0126783,0.00431034,0.0112045,0.017163,0.00934579,0.0241546,0.0226757,0.0145985,0,0.0235426,0.028103,0.199187,0.0232558,0.0324675,0.0107656,0.0215743,0.0190476,0.0240838,0.00943396,0.0164159,0.0219885,0.0159635,0.0160183,0.0252235,0.0195246,0.0273775,0.0239852,0.166667,0.0218531,0.0295858,0.0231959,0.0269608,0.0198675,0.028777,0.0235294,0,0.0155039,0.0199172,0.0211296,0.0253807,0.0131579,0.0394737,0.0240964,0.0169082,0.0218978,0.0164179,0,0.0208333,0.0219547,0.018509,0.0214067,2247251860
1,2012,0.5,0.5,0.33,0.17,1,0.5,2,0.5,0.46,0.04,3,0.5,5,2015,5,1,N,W,2021,5,1,10,0.6,0.7,N,0,0.002,0.00041,A,0,26,53708,2462,6033,5873,12448,11927,7645,6454,6603,4794,2538,1098,201,280,1,12,21,6,50,64,44,51,37,17,9,2,1459,9,63,117,36,260,296,247,271,191,103,45,10,0.00417537,0.00578035,0.00606061,0,0.01002,0,0.00958466,0.0254777,0.00381679,0,0.0055991,0,0.00606061,0.0031348,0.00460829,0.00288184,0.00370566,0,0.0135747,0.00849257,0,0,0.00697674,0.0120192,0.0396825,0.0217391,0.00636943,0.00350877,0.00609013,0,0.00635257,0.00952381,0.00274348,0.00426789,0.00798176,0.00224215,0.00442198,0.00420168,0.00738552,0.0144928,0,0.0033389,0.00574713,0.002457,0,0.00229358,0.00719424,0.00445986,0,0.00735294,0.00318556,0.00403063,0.0144928,0,0.00643087,0.00554296,0.00493218,0.00925926,0.005997,0,0,0.00287563,0.00419287,0.00621118,0.0187891,0.017341,0.0363636,0.0377358,0.0521042,0.0172414,0.0303514,0.0828025,0.0114504,0.0297619,0.0246361,0,0.0193939,0.0125392,0.00460829,0.0288184,0.0185283,0.00917431,0.0316742,0.029724,0.0211268,0,0.0255814,0.03125,0.230159,0.0434783,0.0318471,0.0152047,0.0280146,0.0208333,0.0280572,0.0190476,0.0246914,0.0282337,0.0296465,0.0201794,0.0271636,0.0201681,0.0369276,0.0362319,0.166667,0.0208681,0.045977,0.034398,0.0303797,0.0298165,0.057554,0.027998,0,0.0220588,0.0207061,0.0282144,0.0386473,0.0133333,0.0482315,0.0277148,0.025894,0.0277778,0.0209895,0,0.0227273,0.0222861,0.0235849,0.0263975,2247251860
1,2013,0.5,0.5,0.33,0.17,1,0.5,2,0.5,0.46,0.04,3,0.5,5,2015,5,1,N,W,2021,5,1,10,0.6,0.7,N,0,0.002,0.00041,A,0,26,53407,2373,5935,5681,12234,11657,8046,6218,6440,4878,2616,1053,265,366,5,10,22,11,48,93,62,59,53,25,11,4,1820,26,79,120,65,266,400,305,326,260,124,55,19,0.00218341,0.011976,0.0119048,0,0.00982318,0,0.0127796,0.0372671,0.0037594,0,0.00681818,0,0.00863132,0.00465116,0.00900901,0.00284091,0.00487805,0,0.0253165,0.00823045,0.00378788,0,0.0109489,0.0118483,0.0501931,0.0208333,0.00595238,0.00691244,0.0105133,0,0.00930997,0.00943396,0.00538358,0.00562914,0.0120337,0.00221729,0.00566572,0.00672834,0.00458716,0.00902527,0,0.00416667,0,0.00921659,0,0.00475059,0.00641026,0.00496401,0,0.00735294,0.00351636,0.00486027,0.0186047,0,0.0149701,0.00772641,0.00495663,0.0161663,0.00762195,0,0,0.00438596,0.00374332,0.00798722,0.0174672,0.0359281,0.0515873,0.0285714,0.0609037,0,0.0319489,0.130435,0.0225564,0.0227273,0.0352273,0,0.0345253,0.020155,0.027027,0.0397727,0.0265583,0.0173913,0.0548523,0.0390947,0.0189394,0.02,0.040146,0.0521327,0.220077,0.0625,0.0416667,0.0276498,0.0340136,0.0106383,0.0361446,0.0377358,0.0282638,0.0327815,0.0541516,0.0199557,0.0333648,0.0269134,0.0382263,0.0433213,0.142857,0.0216667,0.05,0.0460829,0.0246914,0.0332542,0.0512821,0.0337553,0,0.0294118,0.0243441,0.0340219,0.0511628,0.0125,0.0748503,0.0345788,0.0346964,0.034642,0.035061,0,0.0227273,0.0241228,0.0262032,0.0335463,2247251860
1,2014,0.5,0.5,0.33,0.17,1,0.5,2,0.5,0.46,0.04,3,0.5,5,2015,5,1,N,W,2021,5,1,10,0.6,0.7,N,0,0.002,0.00041,A,0,26,52963,2312,5781,5578,11960,11303,8401,5995,6289,4928,2697,1064,326,521,13,12,36,17,63,122,92,93,79,38,11,6,2333,37,99,190,96,370,506,368,397,334,166,67,29,0.00220264,0.0169492,0.0166667,0,0.0133843,0,0.0144462,0.0588235,0.00727273,0,0.00914286,0,0.0175879,0.00782473,0.00943396,0.00290698,0.0088349,0,0.0310078,0.0104167,0.00826446,0,0.0120337,0.021028,0.0562249,0.0204082,0.00581395,0.00929152,0.0146032,0,0.00891862,0.020202,0.0126404,0.00868961,0.0188679,0.00223714,0.00500469,0.00837521,0.010687,0.0181818,0,0.00570962,0.00531915,0.0181406,0,0.00921659,0.0125,0.00836714,0,0.00694444,0.00653951,0.00693312,0.021164,0,0.0235988,0.0113464,0.00518135,0.018018,0.0121766,0.0263158,0,0.0060015,0.00433604,0.0109034,0.0286344,0.0734463,0.0541667,0.0140845,0.0688337,0,0.0401284,0.176471,0.0290909,0.021978,0.0434286,0,0.0427136,0.0328638,0.0471698,0.0639535,0.036444,0.0162602,0.0775194,0.0583333,0.0413223,0.0185185,0.0565584,0.0630841,0.228916,0.0816327,0.0465116,0.0348432,0.0526984,0,0.0445931,0.040404,0.0393258,0.0417101,0.0704403,0.01566,0.0397247,0.0335008,0.0625954,0.0545455,0.142857,0.0252855,0.0585106,0.0589569,0.0161725,0.0552995,0.05625,0.0441176,0,0.0416667,0.0321526,0.0424144,0.0529101,0.0204082,0.0914454,0.0462683,0.0375648,0.0540541,0.0624049,0.0526316,0,0.0270068,0.0319783,0.0389408,2247251860
1,2015,0.5,0.5,0.33,0.17,1,0.5,2,0.5,0.46,0.04,3,0.5,5,2015,5,1,N,W,2021,5,1,10,0.6,0.7,N,0.502821,0.002,0.00041,A,0,26,52462,2252,5632,5483,11626,11004,8700,5794,6144,4976,2803,1052,363,771,12,23,60,30,100,183,131,123,119,59,16,10,3108,48,125,261,133,508,731,458,498,433,217,85,45,0.00229885,0.0108108,0.0237069,0,0.0216963,0,0.0171527,0.0705128,0.0103806,0.00578035,0.0115075,0,0.0324254,0.0108865,0.00917431,0,0.011488,0,0.0411985,0.0190678,0.00438596,0,0.0173053,0.0258216,0.0734694,0.0363636,0.00591716,0.0157576,0.0186976,0,0.0195066,0.030303,0.0156472,0.0123367,0.0382653,0.00458716,0.0120296,0.0129534,0.0190779,0.0236364,0,0.00882117,0.00561798,0.021692,0,0.00869565,0.0314465,0.0105634,0,0.00680272,0.00966851,0.0114146,0.0223464,0,0.0483871,0.0160683,0.0104849,0.0247191,0.0214067,0.027027,0,0.00852053,0.00706138,0.0185759,0.0344828,0.0702703,0.0905172,0.0136986,0.104536,0,0.0463122,0.224359,0.0449827,0.0346821,0.0494822,0,0.0622568,0.0388802,0.0458716,0.0616883,0.0514223,0.0162602,0.0861423,0.0783898,0.0614035,0.0350877,0.0692213,0.115023,0.273469,0.109091,0.0414201,0.0581818,0.0722115,0,0.0722892,0.111111,0.0554765,0.0478955,0.0943878,0.0344037,0.0564466,0.0474957,0.0763116,0.0781818,0.142857,0.0408982,0.0617978,0.0759219,0.0219178,0.05,0.081761,0.0578471,0.00714286,0.0544218,0.0433702,0.0538117,0.0837989,0.0232558,0.190323,0.059754,0.0419397,0.0786517,0.0779817,0.0540541,0,0.0441518,0.0396524,0.0665635,2247251860
1,2016,0.5,0.5,0.33,0.17,1,0.5,2,0.5,0.46,0.04,3,0.5,5,2015,5,1,N,W,2021,5,1,10,0.6,0.7,N,0.497951,0.002,0.00041,A,0,26,51985,2180,5454,5377,11353,10754,8921,5626,5947,4999,2936,1060,389,550,8,15,43,29,72,122,90,80,77,53,18,9,3008,50,105,218,140,432,748,435,476,425,239,80,33,0.0025641,0.010582,0.0281385,0,0.0140281,0,0.00534759,0.0408163,0.00319489,0.0106383,0.00358423,0,0.0263505,0.0107692,0,0.00330033,0.00806885,0,0.0145455,0.01766,0.00446429,0,0.00865266,0.0204082,0.0458333,0,0.00574713,0.01,0.00873069,0,0.0142942,0.0434783,0.00898204,0.00736106,0.0292621,0.00238095,0.00756201,0.0103093,0.014876,0.0128676,0,0.00816993,0.00549451,0.0235043,0.0026738,0.00639659,0.0179641,0.00831863,0,0,0.00585284,0.00741656,0.0224719,0,0.0333333,0.0130661,0.00923483,0.0181406,0.0199387,0,0,0.00700935,0.00498891,0.0192,0.0307692,0.0634921,0.0887446,0.0135135,0.0961924,0,0.0409982,0.244898,0.0702875,0.0425532,0.037037,0,0.0816864,0.0446154,0.0452489,0.049505,0.0516407,0.00793651,0.0654545,0.0728477,0.0357143,0.0172414,0.0605686,0.106576,0.208333,0.0925926,0.0287356,0.07,0.062458,0.01,0.0726623,0.141304,0.0628743,0.0452705,0.104326,0.0357143,0.0538415,0.0515464,0.0661157,0.0569853,0,0.0400327,0.043956,0.0833333,0.0160428,0.0469083,0.101796,0.0592387,0.00704225,0.0465116,0.0426421,0.0432633,0.0955056,0.0410959,0.183333,0.0586071,0.030343,0.0975057,0.0920245,0.0465116,0,0.0412773,0.0415743,0.088,2247251860
1,2017,0.5,0.5,0.33,0.17,1,0.5,2,0.5,0.46,0.04,3,0.5,5,2015,5,1,N,W,2021,5,1,10,0.6,0.7,N,0.499631,0.002,0.00041,A,0,26,51472,2179,5339,5265,11083,10553,9088,5515,5773,4967,2969,1124,400,442,5,10,27,15,53,89,87,65,70,46,9,8,2697,44,96,172,133,344,649,447,438,358,225,74,29,0.00253807,0.00531915,0.0106383,0,0.0116959,0.0204082,0.00719424,0.0529801,0.0154321,0,0.00121212,0.0512821,0.0157274,0.00921659,0,0,0.00604396,0,0.011583,0.0128755,0.0044843,0,0.00611995,0.00921659,0.0330579,0,0,0.00664011,0.00844476,0,0.0148633,0.021978,0.00286123,0.00748783,0.0241935,0.010101,0.00761963,0.00614035,0.00645161,0.00965251,0,0.00557325,0,0.0127119,0,0.00867679,0.0110497,0.00662927,0.0075188,0,0.00422535,0.00762389,0.0119048,0,0.0365449,0.01078,0.00810811,0.01373,0.0208333,0,0,0.0040032,0.00339559,0.0164474,0.035533,0.0638298,0.0702128,0.0147059,0.0721248,0.0204082,0.0431655,0.192053,0.0771605,0.039548,0.030303,0.102564,0.078637,0.0506912,0.0223214,0.0296053,0.0461538,0.0175439,0.0540541,0.0579399,0.0313901,0.0175439,0.0538556,0.0668203,0.136364,0.114754,0.0231214,0.0557769,0.0548909,0.0196078,0.068371,0.10989,0.0600858,0.0445526,0.0981183,0.040404,0.048156,0.0482456,0.0516129,0.0444015,0,0.0366242,0.0220994,0.0677966,0.0106101,0.0498915,0.0773481,0.0507394,0.0150376,0.034965,0.0391549,0.0402372,0.0535714,0.037037,0.169435,0.0565631,0.0310811,0.0823799,0.088141,0.0625,0,0.0408327,0.0373514,0.0904605,2247251860
1,2018,0.5,0.5,0.33,0.17,1,0.5,2,0.5,0.46,0.04,3,0.5,5,2015,5,1,N,W,2021,5,1,10,0.6,0.7,N,0.500334,0.002,0.00041,A,0,26,50922,2220,5160,5184,10837,10288,9229,5377,5594,5022,2992,1170,413,319,8,9,22,17,40,65,64,46,40,37,6,4,2330,37,102,152,119,304,597,373,369,287,187,67,27,0,0,0.00638298,0,0.00775194,0,0.00534759,0.0413793,0.00617284,0,0.00124069,0.0243902,0.0109589,0.00310078,0,0.00353357,0.00445186,0,0.00367647,0.00653595,0.00961538,0,0.00360144,0.00686499,0.030303,0,0,0.0065189,0.00707214,0,0.015625,0.0116279,0.00147275,0.00493733,0.020436,0.00262467,0.00612933,0.00537634,0.00473934,0.00808081,0,0.00538048,0,0.00646552,0,0.0111857,0,0.00385109,0.008,0,0.00400343,0.00512383,0,0,0.0266667,0.00858864,0.00415512,0.00671141,0.0117845,0,0,0.0016488,0.0034965,0.0049505,0.0279898,0.0430108,0.0595745,0.0277778,0.0562016,0,0.0356506,0.165517,0.0740741,0.0243902,0.0235732,0.0731707,0.0712329,0.048062,0.0133929,0.0212014,0.0383973,0.00854701,0.0404412,0.0413943,0.0240385,0,0.0516206,0.0549199,0.147186,0.0491803,0.0169492,0.0430248,0.0502122,0.0192308,0.0679087,0.0581395,0.0471281,0.0349411,0.0967302,0.0262467,0.0422924,0.0430108,0.0379147,0.0363636,0.0555556,0.0307456,0.011236,0.0689655,0.010582,0.0559284,0.0514286,0.0426187,0.04,0.0344828,0.0334572,0.0354398,0.0487805,0.0365854,0.196667,0.0492245,0.031856,0.0626398,0.0909091,0.0434783,0.030303,0.0395713,0.0314685,0.0726073,2247251860
1,2019,0.5,0.5,0.33,0.17,1,0.5,2,0.5,0.46,0.04,3,0.5,5,2015,5,1,N,W,2021,5,1,10,0.6,0.7,N,0.500734,0.002,0.00041,A,0,26,50382,2235,5089,5058,10542,10075,9362,5317,5379,5016,3026,1241,424,223,4,7,13,10,25,53,35,33,37,22,3,5,1982,36,87,135,90,277,493,310,303,271,162,54,22,0.0025,0,0,0,0.0077821,0,0.0071048,0.0225564,0,0,0,0.0238095,0.00972222,0.00153846,0,0,0.00339367,0,0.00743494,0.00408163,0.00934579,0,0.00475624,0.00232558,0.0173913,0.015625,0,0.002574,0.00369276,0,0.0119347,0.011236,0.00298507,0.00492984,0.0142045,0,0.00430637,0.00273473,0.00474684,0,0,0.00312989,0,0.00434783,0.00543478,0.00669643,0,0.00259067,0.0136986,0,0.00146113,0.00345423,0,0,0.0201342,0.00623701,0.00139665,0,0.0117253,0,0,0.00330579,0.00242131,0.00330033,0.0175,0.0159574,0.0505263,0.0131579,0.0525292,0.0178571,0.0337478,0.142857,0.0705128,0.0208333,0.0209877,0.0952381,0.0708333,0.0338462,0.00904977,0.0250896,0.0378959,0.00892857,0.0371747,0.0387755,0.0373832,0,0.0511296,0.0255814,0.126087,0.015625,0.0324324,0.030888,0.0443131,0.00980392,0.0634422,0.0786517,0.0402985,0.0337505,0.0866477,0.0326087,0.0356813,0.0355515,0.0268987,0.0211416,0,0.028169,0.010582,0.0413043,0.0190217,0.0267857,0.0350877,0.0336788,0.0273973,0.0194805,0.0286382,0.029361,0.0490798,0.0365854,0.147651,0.0456081,0.0265363,0.0455531,0.0737018,0.0217391,0.0322581,0.038843,0.0230024,0.0528053,2247251860
