workp_id,log,lat,area,meshblock
4513,8413455.27,524801.06,553.21,Taputimu
4514,8413462.37,524710.08,364.95,Taputimu
4516,8413505.50,524798.32,390.14,Taputimu
4527,8413622.60,524717.80,340.90,Taputimu
4529,8413749.11,524887.40,432.98,Taputimu
4532,8413842.38,525069.91,337.49,Taputimu
4536,8413874.25,525209.32,365.72,Taputimu
4537,8413887.22,525065.58,317.86,Taputimu
4538,8413897.37,525185.32,304.45,Taputimu
4539,8413900.88,524989.05,354.28,Taputimu
4546,8413943.36,525075.44,1546.97,Taputimu
4569,8413640.84,524816.22,432.98,Taputimu
4585,8416519.00,517930.78,329.63,Amanave
4622,8416334.11,518250.09,441.86,Amanave
4652,8416231.53,518321.13,418.34,Amanave
4657,8416177.80,518366.75,386.27,Amanave
4666,8416125.90,518434.89,438.70,Amanave
4669,8416107.72,518453.68,312.25,Amanave
4670,8416080.50,518440.62,350.21,Amanave
4761,8416277.13,520661.23,362.93,Nua
4762,8416258.54,520683.46,312.99,Nua
4763,8416243.82,520708.07,668.25,Nua
4777,8416020.93,520898.32,444.85,Nua
4779,8415999.34,520864.88,703.48,Nua
4784,8416038.13,520862.06,330.77,Nua
4785,8415970.87,520826.55,322.43,Nua
4788,8415968.30,520868.35,318.72,Nua
4799,8415793.59,520871.51,411.80,Nua
4883,8412670.05,523812.06,313.82,Vailoatai
4970,8412798.28,523286.13,313.30,Vailoatai
4978,8412808.78,523655.01,1016.48,Vailoatai
4980,8412816.08,523316.50,418.58,Vailoatai
5008,8412875.93,523642.05,337.04,Vailoatai
5013,8412880.89,523557.83,412.10,Vailoatai
5021,8412889.65,523398.87,469.46,Vailoatai
5028,8412913.03,523445.13,328.56,Vailoatai
5042,8412937.95,523344.66,1472.76,Vailoatai
5043,8412957.95,523376.56,364.84,Vailoatai
5063,8413010.02,523637.36,346.83,Vailoatai
5070,8413023.19,523660.75,430.76,Vailoatai
5078,8413051.78,523548.98,524.88,Vailoatai
5083,8413061.03,523314.47,317.62,Vailoatai
5099,8413103.65,524036.73,335.58,Vailoatai
5109,8413145.53,523920.66,687.31,Vailoatai
5114,8413173.19,523408.49,302.77,Vailoatai
5127,8413236.96,524079.25,429.39,Vailoatai
5128,8413240.57,523524.26,341.71,Vailoatai
5135,8413287.86,523869.47,484.07,Vailoatai
5138,8413299.27,524103.32,366.38,Vailoatai
5153,8413359.21,523662.99,327.15,Vailoatai
5170,8414090.45,528876.30,370.78,Iliili
5176,8414564.19,526332.79,396.06,Iliili
5186,8413518.17,527507.55,211.72,Iliili
5188,8413522.94,527333.27,466.32,Iliili
5190,8413536.71,527290.12,384.07,Iliili
5191,8413548.11,527205.46,175.07,Iliili
5200,8413593.24,527514.26,349.58,Iliili
5219,8413649.83,527503.14,315.09,Iliili
5227,8413687.21,526829.17,430.04,Iliili
5233,8413703.78,527564.38,372.95,Iliili
5236,8413707.87,527999.60,373.39,Iliili
5241,8413719.57,527940.09,354.70,Iliili
5255,8413762.71,527223.18,520.19,Iliili
5268,8413804.98,527228.16,103.45,Iliili
5272,8413801.13,528201.22,441.92,Iliili
5278,8413817.26,527526.25,408.21,Iliili
5280,8413816.76,526914.70,363.16,Iliili
5286,8413836.14,528219.22,308.86,Iliili
5288,8413841.71,527242.57,329.53,Iliili
5297,8413862.10,527213.12,329.53,Iliili
5302,8413870.35,527550.58,313.98,Iliili
5304,8413872.18,527079.60,390.40,Iliili
5306,8413874.50,527432.89,348.78,Iliili
5312,8413889.33,527453.04,339.25,Iliili
5317,8413903.06,526663.66,320.99,Iliili
5318,8413900.75,528263.14,542.29,Iliili
5324,8413916.38,527192.03,409.12,Iliili
5327,8413914.91,527047.83,471.54,Iliili
5330,8413923.13,527215.57,338.61,Iliili
5333,8413930.13,527021.73,342.73,Iliili
5348,8413939.52,527060.28,915.01,Iliili
5352,8413958.65,529714.89,365.94,Iliili
5353,8413959.01,527215.83,369.18,Iliili
5357,8413952.08,527781.81,798.98,Iliili
5367,8413974.67,527913.10,344.91,Iliili
5369,8413982.94,527207.01,114.82,Iliili
5371,8413968.43,527254.46,523.30,Iliili
5411,8414008.88,529447.60,321.58,Iliili
5425,8414027.33,527124.75,384.36,Iliili
5433,8414038.16,527200.27,665.39,Iliili
5448,8414042.72,527245.70,483.57,Iliili
5450,8414048.76,527928.05,309.33,Iliili
5482,8414074.94,527264.72,534.86,Iliili
5489,8414084.46,528535.90,389.07,Iliili
5495,8414093.61,529369.89,385.16,Iliili
5517,8414107.91,528552.79,472.71,Iliili
5595,8414141.83,529481.10,376.24,Iliili
5604,8414148.15,528946.08,140.61,Iliili
5641,8414183.48,526468.12,346.99,Iliili
5660,8414210.67,529612.67,407.17,Iliili
5661,8414210.51,528924.92,350.31,Iliili
5695,8414262.55,526410.24,126.70,Iliili
5708,8414276.18,526758.96,414.97,Iliili
5714,8414282.46,527524.24,433.11,Iliili
5716,8414286.25,526318.99,328.78,Iliili
5732,8414307.49,530007.39,446.64,Iliili
5779,8414348.00,527390.36,331.73,Iliili
5807,8414371.34,526383.04,437.80,Iliili
5813,8414379.70,527287.79,310.56,Iliili
5837,8414391.02,527395.41,310.56,Iliili
5858,8414401.22,527322.91,310.56,Iliili
5882,8414414.87,529908.15,389.32,Iliili
5917,8414439.03,529777.12,426.73,Iliili
5929,8414446.63,526370.64,816.11,Iliili
5947,8414473.27,526334.22,329.21,Iliili
5962,8414483.43,529857.56,646.46,Iliili
5985,8414515.39,529964.19,635.70,Iliili
5986,8414517.34,526665.60,404.70,Iliili
5992,8414550.65,529036.57,335.13,Iliili
5995,8414551.97,527352.20,557.59,Iliili
6007,8414622.89,529856.77,488.72,Iliili
6012,8414641.50,529923.01,365.09,Iliili
6019,8414682.99,527604.54,308.36,Iliili
6025,8414705.15,529281.81,595.47,Iliili
6032,8414736.97,529338.02,483.88,Iliili
6049,8414789.60,529559.30,300.74,Iliili
6054,8414801.52,529580.75,544.97,Iliili
6057,8414826.87,529565.84,385.92,Iliili
6059,8414833.65,529615.31,359.46,Iliili
6060,8414844.79,529541.90,340.06,Iliili
6063,8414871.26,529556.21,364.34,Iliili
6068,8414114.92,528655.38,472.71,Iliili
6112,8416741.00,529961.32,1385.17,Nuuuli
6117,8416764.78,529972.72,990.93,Nuuuli
6123,8416839.73,529908.85,655.88,Nuuuli
6138,8416885.91,529701.22,347.53,Nuuuli
6145,8416892.57,529882.03,374.38,Nuuuli
6156,8416907.85,530162.90,542.54,Nuuuli
6160,8416919.70,530191.39,437.13,Nuuuli
6176,8416956.10,529619.91,370.28,Nuuuli
6180,8416961.16,529886.37,1049.63,Nuuuli
6181,8416963.83,529731.51,407.40,Nuuuli
6184,8416979.38,529856.43,302.22,Nuuuli
6185,8416979.34,529720.86,402.06,Nuuuli
6187,8416974.92,530256.57,693.18,Nuuuli
6191,8416993.53,530416.94,226.14,Nuuuli
6193,8416987.71,530444.86,681.46,Nuuuli
6198,8417000.25,530388.17,226.83,Nuuuli
6206,8417010.91,529703.04,320.26,Nuuuli
6208,8417018.76,529843.86,318.97,Nuuuli
6209,8417017.21,530415.49,187.34,Nuuuli
6211,8417020.30,530376.68,221.35,Nuuuli
6214,8417018.82,530454.61,355.17,Nuuuli
6215,8417018.75,530001.45,378.35,Nuuuli
6232,8417043.66,530365.18,219.61,Nuuuli
6234,8417036.80,530405.16,436.06,Nuuuli
6238,8417031.44,529480.55,648.41,Nuuuli
6245,8417048.89,529830.99,538.32,Nuuuli
6248,8417049.99,529469.86,507.77,Nuuuli
6251,8417065.13,530385.02,132.68,Nuuuli
6252,8417055.16,529392.77,732.82,Nuuuli
6255,8417061.40,529923.84,381.42,Nuuuli
6256,8417070.49,530472.16,65.42,Nuuuli
6268,8417082.91,529557.30,344.77,Nuuuli
6270,8417084.22,529712.23,340.56,Nuuuli
6273,8417085.07,529581.40,392.42,Nuuuli
6279,8417104.52,532201.59,310.48,Nuuuli
6285,8417124.79,530478.22,38.79,Nuuuli
6289,8417115.97,529784.26,355.28,Nuuuli
6296,8417139.15,529663.85,368.00,Nuuuli
6323,8417219.26,530433.71,306.37,Nuuuli
6324,8417218.79,530303.03,383.87,Nuuuli
6333,8417229.43,530709.28,310.27,Nuuuli
6353,8417264.77,529769.52,318.93,Nuuuli
6355,8417266.48,532243.99,333.89,Nuuuli
6358,8417273.19,529674.77,337.38,Nuuuli
6363,8417274.26,530336.00,305.35,Nuuuli
6368,8417278.06,530406.87,308.53,Nuuuli
6376,8417288.65,530456.44,500.65,Nuuuli
6398,8417313.09,529895.73,406.05,Nuuuli
6399,8417315.64,530440.39,500.44,Nuuuli
6403,8417318.21,530025.83,485.40,Nuuuli
6404,8417320.82,530099.91,476.71,Nuuuli
6413,8417328.20,530055.66,383.85,Nuuuli
6415,8417330.40,530248.69,320.37,Nuuuli
6423,8417345.61,530876.68,312.84,Nuuuli
6426,8417345.52,532354.03,790.91,Nuuuli
6429,8417346.10,529739.65,390.05,Nuuuli
6433,8417347.02,529774.51,1104.91,Nuuuli
6435,8417361.01,530296.91,323.58,Nuuuli
6440,8417361.63,530556.08,559.67,Nuuuli
6442,8417374.72,529861.08,121.81,Nuuuli
6447,8417369.70,530089.41,480.97,Nuuuli
6453,8417381.75,529833.94,323.97,Nuuuli
6455,8417378.45,529985.96,430.59,Nuuuli
6456,8417383.71,529576.53,338.19,Nuuuli
6462,8417392.04,530191.85,369.42,Nuuuli
6465,8417385.08,529773.15,932.64,Nuuuli
6476,8417400.08,530633.21,487.21,Nuuuli
6477,8417403.67,530073.66,303.64,Nuuuli
6478,8417404.14,532375.62,380.26,Nuuuli
6483,8417404.46,529912.80,502.29,Nuuuli
6492,8417431.94,530179.44,333.72,Nuuuli
6499,8417430.02,529963.68,1060.49,Nuuuli
6508,8417448.49,530669.24,351.13,Nuuuli
6512,8417449.13,529855.94,500.37,Nuuuli
6517,8417455.91,530351.97,921.60,Nuuuli
6530,8417474.07,529825.93,356.95,Nuuuli
6538,8417475.16,530078.43,659.91,Nuuuli
6544,8417488.66,532339.25,349.57,Nuuuli
6551,8417494.27,530372.33,336.61,Nuuuli
6558,8417503.23,529798.73,435.84,Nuuuli
6560,8417506.49,530144.78,843.10,Nuuuli
6562,8417509.88,529914.57,519.52,Nuuuli
6570,8417509.43,530323.62,488.62,Nuuuli
6572,8417515.28,530350.38,367.64,Nuuuli
6579,8417524.28,530221.40,364.71,Nuuuli
6584,8417530.82,529768.77,371.07,Nuuuli
6596,8417546.15,530125.69,354.95,Nuuuli
6605,8417551.85,532401.39,320.70,Nuuuli
6607,8417543.53,532254.12,1630.63,Nuuuli
6608,8417555.32,530474.78,374.76,Nuuuli
6609,8417558.16,530147.61,327.30,Nuuuli
6610,8417567.28,530819.84,318.66,Nuuuli
6612,8417561.63,530559.64,326.76,Nuuuli
6613,8417570.34,530767.82,151.03,Nuuuli
6614,8417565.19,530355.22,422.66,Nuuuli
6615,8417568.82,530199.64,342.18,Nuuuli
6616,8417565.24,532354.66,831.35,Nuuuli
6618,8417569.78,529671.06,431.53,Nuuuli
6620,8417577.26,530402.82,501.14,Nuuuli
6623,8417577.48,532303.73,354.29,Nuuuli
6628,8417579.89,530857.08,557.70,Nuuuli
6629,8417588.83,530740.63,190.08,Nuuuli
6635,8417593.41,529740.43,386.06,Nuuuli
6638,8417595.02,530438.89,300.19,Nuuuli
6639,8417592.38,530486.81,928.38,Nuuuli
6642,8417605.93,532344.10,387.45,Nuuuli
6646,8417609.68,530512.01,624.87,Nuuuli
6649,8417611.20,529715.93,373.39,Nuuuli
6652,8417613.88,530351.80,339.07,Nuuuli
6653,8417614.74,529658.75,335.07,Nuuuli
6657,8417621.47,531462.04,347.64,Nuuuli
6659,8417618.69,530719.22,618.29,Nuuuli
6662,8417628.13,530370.33,170.66,Nuuuli
6665,8417634.66,530245.83,235.39,Nuuuli
6674,8417640.02,530618.42,353.16,Nuuuli
6675,8417644.17,530402.65,340.44,Nuuuli
6678,8417645.61,531309.28,300.26,Nuuuli
6682,8417649.22,529710.75,349.67,Nuuuli
6693,8417668.95,530320.88,367.80,Nuuuli
6703,8417675.43,531200.80,351.75,Nuuuli
6709,8417678.78,529700.78,354.74,Nuuuli
6717,8417651.40,530784.28,5483.00,Nuuuli
6723,8417684.03,530524.13,1487.74,Nuuuli
6740,8417709.80,532470.38,285.33,Nuuuli
6754,8417721.84,531092.24,420.70,Nuuuli
6761,8417723.70,532358.44,463.55,Nuuuli
6765,8417727.33,530812.47,470.80,Nuuuli
6773,8417741.00,531079.94,319.99,Nuuuli
6786,8417745.15,532279.77,678.54,Nuuuli
6816,8417777.25,532361.31,320.75,Nuuuli
6817,8417760.71,530746.93,1801.27,Nuuuli
6819,8417778.09,530882.56,455.44,Nuuuli
6824,8417779.58,532110.78,453.26,Nuuuli
6827,8417783.75,531006.01,356.03,Nuuuli
6829,8417785.10,530819.01,371.63,Nuuuli
6830,8417781.54,531443.99,535.71,Nuuuli
6838,8417790.22,530918.23,493.40,Nuuuli
6839,8417788.06,532395.78,433.35,Nuuuli
6845,8417795.97,532283.18,608.96,Nuuuli
6862,8417810.37,532130.70,332.30,Nuuuli
6863,8417800.79,532429.30,823.79,Nuuuli
6864,8417804.79,530972.56,581.60,Nuuuli
6874,8417808.10,532313.17,1087.62,Nuuuli
6879,8417823.55,531122.63,459.10,Nuuuli
6881,8417824.49,530367.91,309.04,Nuuuli
6882,8417823.80,531407.63,449.88,Nuuuli
6886,8417833.04,532550.58,391.39,Nuuuli
6900,8417846.92,531891.61,400.08,Nuuuli
6903,8417853.86,531867.65,334.26,Nuuuli
6906,8417859.71,531149.34,604.86,Nuuuli
6907,8417862.41,530906.83,392.31,Nuuuli
6909,8417864.45,531452.70,418.51,Nuuuli
6913,8417866.78,532711.72,409.10,Nuuuli
6920,8417880.94,532526.35,102.98,Nuuuli
6922,8417875.76,532350.76,513.21,Nuuuli
6933,8417891.67,531008.22,229.60,Nuuuli
6938,8417893.05,532547.15,546.09,Nuuuli
6946,8417903.17,532497.95,308.34,Nuuuli
6949,8417903.33,531027.90,384.80,Nuuuli
6952,8417904.11,531279.54,635.64,Nuuuli
6955,8417913.74,531452.98,335.35,Nuuuli
6956,8417906.26,530861.67,708.13,Nuuuli
6958,8417911.06,529447.72,354.29,Nuuuli
6960,8417912.66,532604.91,382.63,Nuuuli
6966,8417921.63,531119.97,373.92,Nuuuli
6967,8417924.23,531147.96,631.66,Nuuuli
6969,8417925.27,531310.20,393.36,Nuuuli
6971,8417919.89,531956.61,871.42,Nuuuli
6996,8417952.75,531202.59,549.84,Nuuuli
6997,8417958.14,531456.13,352.41,Nuuuli
7001,8417965.31,531398.76,420.82,Nuuuli
7005,8417963.61,532620.87,347.38,Nuuuli
7006,8417964.68,532565.11,439.87,Nuuuli
7007,8417969.48,531777.23,263.32,Nuuuli
7008,8417968.86,531867.75,304.79,Nuuuli
7012,8417976.19,531760.55,146.29,Nuuuli
7022,8417977.18,531629.24,565.48,Nuuuli
7024,8417987.91,531888.82,317.89,Nuuuli
7026,8417987.80,530982.04,307.41,Nuuuli
7029,8417986.97,531355.71,409.62,Nuuuli
7031,8417990.01,531188.34,317.77,Nuuuli
7038,8417996.11,531399.05,579.09,Nuuuli
7040,8418001.27,531372.31,306.77,Nuuuli
7041,8417996.58,531459.78,559.58,Nuuuli
7047,8418012.96,531315.91,450.83,Nuuuli
7050,8418021.15,531647.65,419.91,Nuuuli
7055,8418031.72,531597.20,694.89,Nuuuli
7058,8418036.63,531328.91,318.00,Nuuuli
7059,8418036.46,531775.84,415.81,Nuuuli
7066,8418048.38,531626.65,548.02,Nuuuli
7071,8418064.64,531411.25,351.68,Nuuuli
7073,8418063.64,531175.62,394.87,Nuuuli
7075,8418069.03,531756.75,547.12,Nuuuli
7079,8418078.30,531444.57,325.50,Nuuuli
7086,8418093.47,531094.53,380.18,Nuuuli
7088,8418100.23,531716.27,316.06,Nuuuli
7091,8418101.67,531201.82,320.95,Nuuuli
7092,8418100.39,531375.71,444.93,Nuuuli
7101,8418134.41,531199.64,309.63,Nuuuli
7110,8418194.07,531121.77,380.62,Nuuuli
7119,8418277.05,531101.06,549.79,Nuuuli
7121,8418297.62,531143.57,309.62,Nuuuli
7141,8418467.71,531123.11,433.57,Nuuuli
7144,8418494.67,531170.37,1232.72,Nuuuli
7149,8418578.46,531370.15,396.40,Nuuuli
7151,8417394.38,532165.06,488.92,Nuuuli
7166,8418011.54,531885.86,308.35,Nuuuli
7179,8417848.94,531372.71,393.52,Nuuuli
7193,8417619.65,531272.94,300.26,Nuuuli
7229,8417650.12,530720.41,84.15,Nuuuli
7288,8417341.56,530041.50,0.00,Nuuuli
7289,8417331.59,530067.86,0.00,Nuuuli
7312,8419855.90,534290.45,655.82,Fagaalu
7315,8419898.09,534224.30,328.02,Fagaalu
7331,8419976.18,534002.24,321.85,Fagaalu
7332,8419979.34,534051.14,348.80,Fagaalu
7338,8419994.81,534170.96,446.75,Fagaalu
7339,8420007.33,534111.63,322.24,Fagaalu
7342,8420015.97,534170.12,467.37,Fagaalu
7343,8420007.91,534072.34,479.27,Fagaalu
7345,8420035.84,533974.14,451.31,Fagaalu
7349,8420048.40,534108.30,303.41,Fagaalu
7360,8420097.68,533705.71,413.12,Fagaalu
7363,8420102.20,533633.02,397.61,Fagaalu
7364,8420099.97,534090.86,550.45,Fagaalu
7368,8420121.88,533497.87,450.69,Fagaalu
7371,8420123.13,533534.64,340.82,Fagaalu
7372,8420124.82,534054.94,330.65,Fagaalu
7373,8420127.93,534182.31,192.56,Fagaalu
7376,8420132.11,534129.95,469.62,Fagaalu
7382,8420149.05,534186.91,465.74,Fagaalu
7385,8420152.33,534152.13,776.48,Fagaalu
7386,8420155.48,534090.04,449.52,Fagaalu
7391,8420165.66,534127.11,360.74,Fagaalu
7399,8420181.80,534065.44,177.63,Fagaalu
7400,8420181.26,534201.53,353.22,Fagaalu
7411,8420127.79,533913.94,16145.05,Fagaalu
7412,8420201.07,533684.01,407.10,Fagaalu
7415,8420202.55,534237.90,411.96,Fagaalu
7416,8420208.70,533757.37,355.98,Fagaalu
7418,8420215.21,534125.44,328.69,Fagaalu
7419,8420218.67,534042.92,305.44,Fagaalu
7421,8420220.01,534270.65,387.26,Fagaalu
7434,8420237.44,534017.08,267.54,Fagaalu
7435,8420238.57,534049.17,279.19,Fagaalu
7439,8420245.63,534107.28,167.87,Fagaalu
7443,8420250.59,533892.64,404.07,Fagaalu
7444,8420251.85,533685.63,392.97,Fagaalu
7445,8420256.80,534023.79,275.02,Fagaalu
7453,8420260.73,534067.10,357.48,Fagaalu
7454,8420272.98,534028.16,513.42,Fagaalu
7455,8420286.91,534031.26,274.75,Fagaalu
7456,8420288.40,534061.12,283.35,Fagaalu
7464,8420319.78,533282.13,378.70,Fagaalu
7469,8420335.03,534482.81,441.98,Fagaalu
7475,8420355.80,534534.32,491.03,Fagaalu
7476,8420354.74,534505.10,582.49,Fagaalu
7479,8420371.87,534084.66,301.37,Fagaalu
7480,8420373.30,534632.20,317.51,Fagaalu
7489,8420403.66,534659.73,555.41,Fagaalu
7491,8420414.16,534680.76,298.16,Fagaalu
7492,8420427.74,534023.89,383.64,Fagaalu
7494,8420440.19,534600.27,888.64,Fagaalu
7495,8420456.04,534695.49,231.05,Fagaalu
7498,8420456.70,534662.91,788.99,Fagaalu
7502,8420578.26,534733.33,479.59,Fagaalu
7504,8420588.39,534869.71,376.89,Fagaalu
7537,8419103.58,533999.21,540.58,Matuu
7538,8419123.58,534017.56,370.45,Matuu
7539,8419133.98,533993.30,424.38,Matuu
7542,8419162.91,534061.25,304.96,Matuu
7547,8419176.41,534053.90,350.41,Matuu
7552,8419189.49,534440.64,413.16,Matuu
7553,8419193.21,534104.18,344.12,Matuu
7566,8419224.45,534300.44,339.25,Matuu
7574,8419249.28,533932.75,355.65,Matuu
7577,8419242.66,534147.09,2511.41,Matuu
7579,8419268.03,533959.03,385.01,Matuu
7582,8419267.63,534042.49,389.75,Matuu
7587,8419288.52,533981.12,380.93,Matuu
7607,8419400.81,533866.09,389.94,Matuu
7626,8419408.68,534708.73,261.02,Fatumafuti
7628,8419413.42,534692.86,201.34,Fatumafuti
7629,8419433.44,534694.43,391.42,Fatumafuti
7638,8419557.55,534787.85,302.49,Fatumafuti
7661,8420720.73,537401.52,314.62,Laulii
7666,8420745.53,537266.61,325.87,Laulii
7669,8420672.43,537278.31,387.81,Laulii
7681,8420595.31,537401.85,381.95,Laulii
7693,8420534.14,537476.97,494.60,Laulii
7711,8420430.41,537515.87,373.86,Laulii
7736,8420317.24,537223.96,306.54,Laulii
7738,8420260.52,537108.66,440.44,Laulii
7739,8420252.34,537048.19,513.86,Laulii
7741,8420248.91,537013.85,399.01,Laulii
7745,8420263.71,536959.72,302.81,Laulii
7747,8420270.47,536905.66,459.65,Laulii
7748,8420285.38,536888.11,575.12,Laulii
7750,8420315.82,536902.44,345.37,Laulii
7758,8420319.16,536845.43,376.41,Laulii
7769,8420337.06,536729.18,519.52,Laulii
7773,8420337.89,536657.74,600.37,Laulii
7774,8420333.90,536642.79,135.99,Laulii
7789,8420610.86,537383.62,320.50,Laulii
7805,8420546.43,537343.21,302.17,Laulii
7807,8420582.13,537337.57,337.58,Laulii
7843,8420669.96,537372.13,0.00,Laulii
7845,8420646.83,537310.35,0.00,Laulii
7853,8421228.71,539760.91,340.45,Avaio
7865,8422288.01,540918.65,152.91,Fagaitua
7890,8422561.06,541399.60,476.68,Fagaitua
7893,8422581.16,541487.89,383.85,Fagaitua
7894,8422582.03,541351.31,302.17,Fagaitua
7912,8422611.79,541431.71,364.20,Fagaitua
7916,8422605.67,541391.01,1179.57,Fagaitua
7918,8422622.24,541765.46,531.82,Fagaitua
7921,8422636.45,541414.92,375.25,Fagaitua
7924,8422645.57,541800.66,600.77,Fagaitua
7929,8422656.87,541493.91,409.06,Fagaitua
7932,8422647.12,541452.92,1302.04,Fagaitua
7946,8422681.66,541533.57,308.83,Fagaitua
7947,8422678.81,541900.43,511.38,Fagaitua
7952,8422693.82,541816.41,306.13,Fagaitua
7959,8422703.09,541871.59,442.22,Fagaitua
7965,8422710.79,541684.50,323.70,Fagaitua
7979,8422278.75,540975.13,87.36,Fagaitua
8002,8421110.75,543050.18,341.05,Alofau
8008,8421562.76,542859.59,406.03,Alofau
8042,8421836.46,542849.42,388.14,Alofau
8105,8422046.99,542687.91,525.25,Alofau
8141,8421048.34,542769.06,0.00,Alofau
8142,8421034.77,542768.68,0.00,Alofau
8169,8421872.36,544591.29,306.46,Amouli
8189,8421979.09,544771.13,79.35,Amouli
8193,8421981.01,544680.82,430.30,Amouli
8196,8422003.19,544699.49,319.92,Amouli
8216,8422050.85,544874.92,406.87,Amouli
8227,8422071.96,544893.80,659.55,Amouli
8233,8422110.93,544876.49,769.86,Amouli
8289,8422943.56,546953.90,329.55,Alao
8290,8422964.61,546978.62,312.11,Alao
8291,8422973.63,546954.29,311.51,Alao
8314,8423081.60,546691.81,326.16,Alao
8330,8423140.74,546966.56,357.67,Alao
8385,8423624.52,547226.62,329.46,Alao
8405,8422929.90,546741.05,128.06,Alao
8409,8423395.97,546969.23,0.00,Alao
8425,8424510.02,546651.44,310.09,Tula
8431,8424328.17,546695.79,356.83,Tula
8440,8424865.38,546972.17,330.83,Tula
8464,8424364.61,546917.65,356.88,Tula
8473,8424314.03,546810.69,465.26,Tula
8484,8424160.65,546857.84,397.81,Tula
8554,8424310.36,546899.00,447.77,Tula
8555,8424336.12,546919.20,399.79,Tula
8560,8424289.93,546925.34,426.88,Tula
8561,8424266.98,546931.26,428.61,Tula
8564,8424304.98,546712.90,393.75,Tula
8570,8424105.48,546826.42,0.00,Tula
8571,8424115.81,546819.72,0.00,Tula
8572,8424120.52,546844.93,0.00,Tula
8585,8424396.46,545259.85,314.50,Onenoa
8590,8424383.79,545240.36,316.24,Onenoa
8644,8423520.81,542500.83,307.18,Masausi
8646,8423597.81,542503.17,497.84,Masausi
8647,8423575.11,542503.89,494.74,Masausi
8672,8423033.20,542534.77,453.24,Masausi
8675,8423248.98,542141.55,424.91,Masausi
8687,8423473.86,541071.51,335.22,Masefau
8690,8423424.66,540994.12,434.00,Masefau
8717,8423644.70,540159.57,702.17,Masefau
8722,8423762.92,539871.28,321.83,Masefau
8730,8423837.47,539778.04,462.81,Masefau
8737,8423876.55,539731.04,731.76,Masefau
8749,8423996.94,539566.64,679.19,Masefau
8755,8423713.84,539138.03,385.35,Masefau
8766,8423619.99,539233.53,358.61,Masefau
8853,8423535.47,537539.87,433.66,Afono
8858,8423594.90,537417.46,335.12,Afono
8859,8423616.25,537414.94,317.03,Afono
8866,8423555.53,537608.51,324.56,Afono
8880,8423578.30,537407.15,410.03,Afono
8881,8423586.13,537440.05,527.71,Afono
8897,8423489.08,537300.42,330.65,Afono
8898,8423457.86,537269.28,384.81,Afono
8902,8423339.07,537365.69,385.49,Afono
8919,8423482.65,537473.19,549.38,Afono
8952,8423278.17,537436.56,0.00,Afono
8960,8424362.44,535353.02,419.24,Vatia
8980,8424382.77,535138.60,339.33,Vatia
8982,8424430.61,535060.88,566.96,Vatia
9003,8424478.10,535047.76,358.81,Vatia
9007,8424509.43,535016.83,314.40,Vatia
9008,8424554.77,534966.12,309.32,Vatia
9014,8424519.77,534949.21,625.60,Vatia
9015,8424528.01,534921.64,352.69,Vatia
9024,8424441.90,534894.78,357.49,Vatia
9025,8424457.93,534878.59,450.22,Vatia
9033,8424447.10,534781.10,459.36,Vatia
9050,8424606.44,534941.70,308.72,Vatia
9073,8424877.34,535023.06,326.87,Vatia
9075,8424937.59,535049.25,560.02,Vatia
9109,8424362.60,535484.51,660.95,Vatia
9115,8424379.05,535583.77,317.70,Vatia
9127,8417409.64,525576.48,411.00,Aasu
9135,8417439.78,525338.45,364.66,Aasu
9156,8417520.93,524752.61,113.32,Aasu
9167,8417530.37,525773.43,437.17,Aasu
9169,8417533.93,524919.24,315.64,Aasu
9183,8417549.34,525114.74,450.64,Aasu
9189,8417563.75,525802.13,305.49,Aasu
9190,8417561.20,524623.13,475.86,Aasu
9192,8417565.00,524649.09,671.22,Aasu
9196,8417583.15,524575.65,586.35,Aasu
9204,8417645.16,524648.60,466.60,Aasu
9234,8416969.79,525634.28,1082.83,Aoloau
9250,8417254.68,524872.31,394.49,Aoloau
9252,8417289.57,524968.49,162.43,Aoloau
9256,8417319.65,524945.15,108.36,Aoloau
9260,8417328.15,525466.91,391.56,Aoloau
9264,8417323.09,524990.08,612.41,Aoloau
9266,8417345.21,525075.06,313.56,Aoloau
9273,8417356.99,524987.53,198.82,Aoloau
9274,8417355.30,525679.97,375.92,Aoloau
9277,8417370.02,525370.67,429.45,Aoloau
9278,8417375.21,524939.35,218.81,Aoloau
9279,8417375.55,524733.67,301.99,Aoloau
9282,8417375.42,525695.01,383.51,Aoloau
9285,8417396.95,524936.08,244.03,Aoloau
9299,8417421.83,524781.10,588.30,Aoloau
9303,8417430.99,524729.16,670.86,Aoloau
9309,8417446.61,525784.11,328.65,Aoloau
9310,8417446.03,524933.08,716.60,Aoloau
9313,8417448.97,524565.79,337.71,Aoloau
9317,8417454.63,524861.03,367.90,Aoloau
9325,8417480.67,524967.51,908.99,Aoloau
9368,8417896.20,524125.28,324.70,Aoloau
9398,8418211.27,524247.78,326.27,Aoloau
9399,8418214.94,524304.84,309.44,Aoloau
9404,8418335.08,524378.02,404.60,Aoloau
9405,8417126.46,525251.59,392.04,Aoloau
9406,8417029.52,525288.85,390.39,Aoloau
9407,8417100.23,525345.62,374.66,Aoloau
9409,8417413.11,524970.85,333.82,Aoloau
9441,8419304.35,520554.22,328.47,Fagamalo
9442,8419333.19,520541.35,310.23,Fagamalo
9473,8417008.20,518121.89,369.70,Poloa
